,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,MID,u_warm,u_gn,u_sincere,u_friendly,u_wi,u_trustworthy,u_competent,u_confident,u_intel,u_capable,u_efficient,u_skillful,uval,t_warm,t_gn,t_sincere,t_friendly,t_wi,t_trustworthy,t_competent,t_confident,t_intel,t_capable,t_efficient,t_skillful,tval,Q29,age,gender
564,R_064Wh0vBiQpB80J,Default Response Set,Anonymous,,,removed,0,2014-08-11 18:37:57,2014-08-11 18:45:00,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,24.0,1.0
565,R_eyRHWYIYSeKuOEd,Default Response Set,Anonymous,,,removed,0,2014-08-11 18:45:01,2014-08-11 18:49:41,1.0,removed,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,53.0,2.0
566,R_1XMhbGeE0clvO6x,Default Response Set,Anonymous,,,removed,0,2014-08-11 18:50:38,2014-08-11 18:57:42,1.0,removed,,,,,,,,,,,,,,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,6.0,,57.0,2.0
567,R_39uiTNyrlfmeqZT,Default Response Set,Anonymous,,,removed,0,2014-08-11 18:58:12,2014-08-11 19:04:23,1.0,removed,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,7.0,,,,,,,,,,,,,,,19.0,1.0
568,R_1LX3prPoZNd8WQ5,Default Response Set,Anonymous,,,removed,0,2014-08-11 19:05:40,2014-08-11 19:10:52,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,32.0,2.0
569,R_cMS0qxTDZFFYWcl,Default Response Set,Anonymous,,,removed,0,2014-08-11 19:11:40,2014-08-11 19:21:56,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,36.0,2.0
570,R_cLREn2GnwaLhKAt,Default Response Set,Anonymous,,,removed,0,2014-08-11 20:20:57,2014-08-11 20:25:52,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,7.0,,34.0,2.0
571,R_06CacRuToVB46ax,Default Response Set,Anonymous,,,removed,0,2014-08-11 21:10:32,2014-08-11 21:12:37,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,R_eQH0uX0O0FpiPDn,Default Response Set,Anonymous,,,removed,0,2014-08-11 22:00:35,2014-08-11 22:08:18,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,27.0,1.0
573,R_3dt6S8wxgRGGyuV,Default Response Set,Anonymous,,,removed,0,2014-08-11 23:49:41,2014-08-11 23:55:18,1.0,removed,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,23.0,2.0
574,R_eaLwtHGPQT7OXIx,Default Response Set,Anonymous,,,removed,0,2014-08-12 00:45:57,2014-08-12 00:50:04,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,27.0,2.0
575,R_cSeGzyEmdIqaKCV,Default Response Set,Anonymous,,,removed,0,2014-08-12 01:34:28,2014-08-12 01:37:18,1.0,removed,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,,,,,,,,,,,,,,,20.0,2.0
576,R_0SWUxRSpFeO3ThP,Default Response Set,Anonymous,,,removed,0,2014-08-12 01:36:17,2014-08-12 01:42:38,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,21.0,2.0
577,R_6qV9XHWxSKYgmCF,Default Response Set,Anonymous,,,removed,0,2014-08-12 01:52:42,2014-08-12 01:58:50,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,6.0,,,,,,,,,,,,,,,26.0,2.0
578,R_9RD0xf31x59vuct,Default Response Set,Anonymous,,,removed,0,2014-08-12 01:54:04,2014-08-12 01:58:48,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,22.0,2.0
579,R_0J8WGTeSyONHzYF,Default Response Set,Anonymous,,,removed,0,2014-08-12 02:00:32,2014-08-12 02:08:01,1.0,removed,,,,,,,,,,,,,,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,,21.0,1.0
